Category B Theory test revision question bank February 2025,,,,,,,,,,,,,,,,,,,,,,
Item,Topic,Answer,Stem,Mark Answer,OptionA,OptionB,OptionC,OptionD,Expl text,List Amendments,NI Exempt,Stem.gif,A.gif,B.gif,C.gif,D.gif,Stem HiRes,A HiRes,B HiRes,C HiRes,D HiRes,Cat B Book XRefs
BB1457,Hazard awareness,D,You're about to drive your car. What should you do if you cannot find the glasses you need to wear?,Mark one answer,"Drive home slowly, keeping to quiet roads",Borrow a friend’s glasses and use those,"Drive home at night, so that the lights will help you",Find a way of getting home without driving ,"If you need to wear glasses for driving, it's illegal to drive without them. You must be able to see clearly when you're driving.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",,,,,,,,,,,,"DES s1, HC r92"
BB1459,Hazard awareness,B,How does drinking alcohol affect your driving behaviour?,Mark one answer,It improves judgement skills,It increases confidence,It leads to faster reactions,It increases concentration,Alcohol can increase confidence to a point where your driving behaviour might become ‘out of character’. Sensible behaviour might change to risk-taking behaviour. Never let yourself or your friends get into this situation.,"5/8/2015:  5 August 2015 changed to Mark one answer
25/7/2019:  Change following 2019 review",,,,,,,,,,,,"DES s1, HC r95"
BB1461,Hazard awareness,C,Why should you check the information leaflet before taking any medicine?,Mark one answer,Drug companies want customer feedback on their products,You may have to let your insurance company know about the medicine,Some types of medicine can affect your ability to drive safely,The medicine you take may affect your hearing,"Always check the label or information leaflet for any medication you take. The medicine might affect your driving. If you’re not sure, ask your doctor or pharmacist.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",,,,,,,,,,,,"DES s1, HC r90, 96"
BB1514,Hazard awareness,B,You need glasses to read a vehicle number plate at the required distance. When must you wear them?,Mark one answer,Only in bad weather conditions,Whenever you're driving,When you think it's necessary,Only at night time,"Have your eyesight tested before you start your practical training. Then, throughout your driving life, have checks periodically, as your vision may change.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,,,,,,,,,,,"DES s1, HC r92"
BB1546,Hazard awareness,D,Which type of glasses would make driving at night more difficult?,Mark one answer,Half-moon,Round,Bifocal,Tinted,"If you're driving at night or in poor visibility, tinted lenses will reduce the efficiency of your vision by reducing the amount of light reaching your eyes.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,,,,,,,,,,,"DES s13, HC r94"
BB1564,Hazard awareness,A,What can seriously reduce your ability to concentrate?,Mark one answer,Drugs,Busy roads,Tinted windows,Weather conditions,Both recreational drugs and prescribed medicine can affect your concentration. It's also an offence to drive with certain drugs in your body and a positive test could lead to a conviction.,"5/8/2015:  5 August 2015 changed to Mark one answer
25/7/2019:  Change following 2019 review",,,,,,,,,,,,"?DES s1, HC r91, 95–96, 148"
BB1568,Hazard awareness,A,What must you do if your eyesight has become very poor and you're no longer able to meet the driver's eyesight requirements?,Mark one answer,Tell the driver licensing authority,Tell your doctor,Tell the police ,Tell your optician,"Having very poor eyesight will have a serious effect on your ability to drive safely. If you cannot meet the driver's eyesight requirements, you must tell DVLA (or DVA in Northern Ireland).","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",,,,,,,,,,,,"DES s1, HC r90, 92"
BB1575,Hazard awareness,D,When should you use hazard warning lights?,Mark one answer,When you're double-parked on a two-way road,When your direction indicators are not working,When warning oncoming traffic that you intend to stop,When your vehicle has broken down and is causing an obstruction,Hazard warning lights are an important safety feature and should be used if you've broken down and are causing an obstruction. Do not use them as an excuse to park illegally. You may also use them on motorways to warn traffic behind you of danger ahead.,"09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contractions",,,,,,,,,,,,"DES s3, HC r116, 276"
BB1576,Hazard awareness,D,You want to turn left at this junction. What should you do if your view of the main road is restricted?,Mark one answer,Stay well back and wait to see if anything comes,Build up your speed so that you can emerge quickly,Stop and apply the parking brake even if the road is clear,Approach slowly and edge out until you can see more clearly,"You should slow right down, and stop if necessary, at any junction where your view is restricted. Edge forward until you can see properly. Only then can you decide whether it's safe to go.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,BB1576n1.gif,,,,,IMG_1732.jpg,,,,,"DES s8, 10"
BB1596,Hazard awareness,B,You're driving a car fitted with automatic transmission. When would you use ‘kick-down’?,Mark one answer,To engage cruise control,To accelerate quickly,To brake progressively,To improve fuel economy,"‘Kick-down’ selects a lower gear, enabling the vehicle to accelerate faster.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,,,,,,,,,,,DES s22
BB1664,Hazard awareness,D,What should you do if it's raining and you're following this lorry on a motorway?,Mark one answer,Allow a two-second separation gap,Switch your headlights onto main beam,Move into a lane that has less spray,Be aware of spray reducing your vision,"The usual two-second time gap increases to four seconds when the roads are wet. If you stay well back, you’ll
• be able to see past the vehicle
• be out of the spray thrown up by the lorry’s tyres
• give yourself more time to stop if the need arises
• increase your chances of being seen by the lorry driver.","5/8/2015:  5 August 2015 changed to Mark one answer
29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review",,BB1664n1.gif,,,,,IMG_1897.jpg,,,,,"?DES s7, 12, HC r126, 227"
BB1665,Hazard awareness,D,You're driving towards this left-hand bend. What danger should you be anticipating?,Mark one answer,A vehicle overtaking you,Mud on the road,The road getting narrower,Pedestrians walking towards you,Pedestrians walking on a road with no pavement should walk against the direction of the traffic. You cannot see around this bend and if pedestrians are in the road you need to be able to deal with the situation safely. Always keep this in mind and give yourself time to react if a hazard does appear.,"09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",,BB1665n1.gif,,,,,IMG_1218.jpg,,,,,"DES s10, HC r154"
BB1666,Hazard awareness,A,What should you do if the traffic in the left-hand lane is slowing?,Mark one answer,"Slow down, keeping a safe separation distance",Accelerate past the vehicles in the left-hand lane,Pull up on the left-hand verge,Move across and continue in the right-hand lane,"Allow the traffic to merge into the left-hand lane. Leave enough room so that you can maintain a safe separation distance, even if vehicles pull in ahead of you.","5/8/2015:  5 August 2015 changed to Mark one answer
29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review",,BB1666n1.gif,,,,,IMG_1758.jpg,,,,,"DES s10, HC r289"
BB1670,Hazard awareness,A,When may you use hazard warning lights?,Mark one answer,When driving on a motorway to warn traffic behind of a hazard ahead,When you're double-parked on a two-way road,When your direction indicators are not working,When warning oncoming traffic that you intend to stop,"Hazard warning lights are an important safety feature. Use them when driving on a motorway to warn traffic behind you of danger ahead. 
You should also use them if your vehicle has broken down and is causing an obstruction.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
25/9/2024:  Remove negative contraction",,,,,,,,,,,,"?DES s3, HC r116, 276"
